algorithm,learning_rate,base_experts,final_wealth,exp_growth,sharpe
fast_universalization,0.1,"['cwmr', 'follow_the_regularized_leader', 'pamr']",101.73714520958703,0.001531100523131831,1.3489565599301314
fast_universalization,0.1,"['follow_the_regularized_leader', 'pamr']",100.63915480531288,0.0015275062586016775,1.3441077324284585
fast_universalization,0.2,"['cwmr', 'follow_the_regularized_leader', 'pamr']",100.74057465684498,0.0015278398955473496,1.3317205209800156
fast_universalization,0.2,"['follow_the_regularized_leader', 'pamr']",100.53513493584158,0.0015271637190309622,1.3308695265175619
fast_universalization,0.1,"['cwmr', 'follow_the_regularized_leader']",78.80560811372801,0.0014465002197043334,1.330258829954868
fast_universalization,0.2,"['cwmr', 'follow_the_regularized_leader']",77.61842505837038,0.0014414722872887835,1.3098183675222097
fast_universalization,0.5,"['follow_the_regularized_leader', 'pamr']",100.09381380407396,0.0015257064869997898,1.2884737943737188
fast_universalization,0.5,"['cwmr', 'follow_the_regularized_leader', 'pamr']",98.36524885804386,0.0015199362635541797,1.2878274302235815
fast_universalization,0.1,"['cwmr', 'follow_the_regularized_leader', 'pamr', 'anticor']",73.2327884558644,0.0014222071051346863,1.265855521733012
fast_universalization,0.1,"['cwmr', 'pamr']",120.83258549339472,0.0015880775079785644,1.2627552228952927
fast_universalization,0.2,"['cwmr', 'pamr']",120.59148036452282,0.0015874159119092768,1.2621349383319744
fast_universalization,0.5,"['cwmr', 'pamr']",119.86288560997744,0.0015854085689226123,1.26012408454926
fast_universalization,0.8,"['cwmr', 'follow_the_regularized_leader', 'pamr']",97.15552912254476,0.0015158373923342546,1.2586565609926452
fast_universalization,0.8,"['cwmr', 'pamr']",119.1422095294418,0.0015834110028766,1.2579313227277054
fast_universalization,1.0,"['cwmr', 'pamr']",118.67553759582913,0.0015821110282911346,1.2563970906019295
fast_universalization,0.2,"['cwmr', 'follow_the_regularized_leader', 'pamr', 'anticor']",73.74944174233217,0.0014245357487895937,1.2563838766990663
fast_universalization,0.8,"['follow_the_regularized_leader', 'pamr']",100.38995132734368,0.0015266850334109355,1.2539804992642167
fast_universalization,1.0,"['cwmr', 'follow_the_regularized_leader', 'pamr']",96.87574802405022,0.001514882149447593,1.24604270594555
fast_universalization,0.5,"['cwmr', 'follow_the_regularized_leader']",74.12038049595797,0.0014261975935464185,1.2450376700096033
fast_universalization,1.0,"['follow_the_regularized_leader', 'pamr']",101.18779294402582,0.0015293070972159878,1.2381413174175395
fast_universalization,0.1,"['follow_the_regularized_leader', 'pamr', 'anticor']",64.90312774699935,0.0013822112672663034,1.2314181028159
fast_universalization,0.5,"['cwmr', 'follow_the_regularized_leader', 'pamr', 'anticor']",75.32100872885742,0.001431520071638195,1.2308354531772625
fast_universalization,0.1,"['cwmr', 'follow_the_regularized_leader', 'anticor']",55.185483896392704,0.001328486235776144,1.2298672800907375
fast_universalization,0.2,"['follow_the_regularized_leader', 'pamr', 'anticor']",65.91896530395908,0.00138735547838342,1.2246288063016268
fast_universalization,0.2,"['cwmr', 'follow_the_regularized_leader', 'anticor']",55.13314396473522,0.0013281719308303418,1.2185476082114077
fast_universalization,0.8,"['cwmr', 'follow_the_regularized_leader', 'pamr', 'anticor']",77.10956722991689,0.0014392935943875805,1.2123745916638713
fast_universalization,0.5,"['follow_the_regularized_leader', 'pamr', 'anticor']",69.09243338741061,0.0014029298517472164,1.2043278624974538
fast_universalization,1.0,"['cwmr', 'follow_the_regularized_leader', 'pamr', 'anticor']",78.4354523271315,0.001444940716527255,1.2041549249164838
fast_universalization,1.0,"['cwmr', 'pamr', 'anticor']",86.82188014267649,0.0014785884946264002,1.1997820940086616
fast_universalization,0.8,"['cwmr', 'pamr', 'anticor']",84.42789128471136,0.0014693268673298754,1.1976773593229553
fast_universalization,0.8,"['cwmr', 'follow_the_regularized_leader']",71.69925039980825,0.001415197182138458,1.194662487929769
fast_universalization,0.5,"['cwmr', 'pamr', 'anticor']",80.39201838851606,0.0014531019865790917,1.1937984639681942
fast_universalization,0.2,"['cwmr', 'pamr', 'anticor']",75.84449344110132,0.0014338142117096009,1.188262476905498
fast_universalization,0.8,"['follow_the_regularized_leader', 'pamr', 'anticor']",72.60097036814112,0.0014193369618064869,1.1877794058385578
fast_universalization,0.1,"['cwmr', 'pamr', 'anticor']",74.22256424688382,0.0014266539265672432,1.185799297457958
fast_universalization,0.5,"['cwmr', 'follow_the_regularized_leader', 'anticor']",54.8261481180759,0.0013263223701857748,1.1807440473264905
fast_universalization,1.0,"['follow_the_regularized_leader', 'pamr', 'anticor']",75.16338370814147,0.0014308261654844777,1.1801136521521916
fast_universalization,1.0,"['cwmr', 'follow_the_regularized_leader']",70.76391353229661,0.001410847689595582,1.17196255252885
fast_universalization,1.0,"['pamr', 'anticor']",86.10699112196596,0.0014758498197539858,1.169747957009338
fast_universalization,0.8,"['pamr', 'anticor']",81.32785273503406,0.0014569355912386031,1.1626442755842332
fast_universalization,0.5,"['pamr', 'anticor']",73.79811663679885,0.0014247542932938775,1.1499596217897716
fast_universalization,0.8,"['cwmr', 'follow_the_regularized_leader', 'anticor']",54.70577920494889,0.0013255943546168843,1.1456422680516805
fast_universalization,0.2,"['pamr', 'anticor']",66.16789393199188,0.0013886039613705465,1.1339992058497457
fast_universalization,0.1,"['pamr', 'anticor']",63.678765500002775,0.001375902999455382,1.127823891824096
fast_universalization,1.0,"['cwmr', 'follow_the_regularized_leader', 'anticor']",54.88079743365588,0.0013266523729078199,1.1272564096111743
