algorithm,learning_rate,base_experts,final_wealth,exp_growth,sharpe
fast_universalization,0.1,"['follow_the_regularized_leader', 'anticor']",38.720900294635726,0.0012111227272438268,1.1229249262016006
fast_universalization,0.2,"['follow_the_regularized_leader', 'anticor']",38.65863811396029,0.0012105896806543035,1.1170072186247926
fast_universalization,0.5,"['follow_the_regularized_leader', 'anticor']",38.452292583818355,0.0012088169325077665,1.0984184182120784
fast_universalization,0.1,"['cwmr', 'anticor']",49.36645086295655,0.0012915770325108442,1.0973484297099472
fast_universalization,0.2,"['cwmr', 'anticor']",50.05800539716898,0.0012961849754774086,1.097048126711794
fast_universalization,0.5,"['cwmr', 'anticor']",52.08184320025765,0.0013093131464008143,1.0930839323415522
fast_universalization,0.8,"['cwmr', 'anticor']",54.18864456339723,0.0013224482863845365,1.0882440879441657
fast_universalization,1.0,"['cwmr', 'anticor']",55.68311171023602,0.0013314597217837446,1.0861186807572658
fast_universalization,0.8,"['follow_the_regularized_leader', 'anticor']",38.272209386077215,0.001207262016996453,1.0798376939948315
fast_universalization,1.0,"['follow_the_regularized_leader', 'anticor']",38.19536705843487,0.001206596299127051,1.0681381360586633
