algorithm,gamma,alpha,final_wealth,exp_growth,sharpe
follow_the_leader,0.9,0.4,11.073041110599712,0.0007964602270280143,0.6909199590853927
follow_the_leader,0.3,0.3,10.667342790441683,0.0007840963891111888,0.690464871569217
follow_the_leader,0.25,0.3,10.64405766495662,0.000783372563995646,0.689812335593338
follow_the_leader,0.2,0.3,10.622198479588874,0.0007826916222369958,0.6891974243883002
follow_the_leader,0.15,0.3,10.601688952021032,0.000782051448665736,0.6886184620014012
follow_the_leader,0.85,0.4,10.971758914531055,0.0007934165617894654,0.6886022814585288
follow_the_leader,0.1,0.3,10.582478335272874,0.0007814506943321686,0.6880744399991472
follow_the_leader,0.05,0.3,10.564535131370707,0.000780888588699296,0.6875648510123673
follow_the_leader,0.0,0.3,10.547841854594417,0.0007803647815338015,0.687089546807089
follow_the_leader,0.8,0.4,10.886286317038106,0.0007908260553381656,0.6865056086680444
follow_the_leader,0.75,0.4,10.81237894970819,0.0007885696180167665,0.6846225040069345
follow_the_leader,0.7,0.4,10.747383417441641,0.0007865724815891563,0.682926219735447
follow_the_leader,0.65,0.4,10.689500342772826,0.0007847836976895117,0.6813901511967037
follow_the_leader,0.95,0.5,11.144291281061273,0.0007985847545754107,0.6812031775004657
follow_the_leader,0.6,0.4,10.637384492220932,0.000783164834479932,0.6799898276637503
follow_the_leader,0.9,0.5,11.018260600383357,0.0007948174730079798,0.6789762704168382
follow_the_leader,0.55,0.4,10.589993884481418,0.0007816858503254852,0.6787038908572708
follow_the_leader,0.5,0.4,10.546518742453006,0.0007803232290324635,0.6775145144232014
follow_the_leader,0.45,0.4,10.506335872145364,0.0007790587915123569,0.6764073823977266
follow_the_leader,0.85,0.5,10.898046448744227,0.000791183686083653,0.6762844886003481
follow_the_leader,0.4,0.4,10.468972096490308,0.0007778787161270073,0.6753713689046114
follow_the_leader,0.35,0.4,10.434073008719484,0.0007767726736566615,0.6743980714195658
follow_the_leader,0.8,0.5,10.795447506690667,0.0007880505194118435,0.6738114399096513
follow_the_leader,0.3,0.4,10.401376810259533,0.0007757330847919856,0.6734813179917579
follow_the_leader,0.25,0.4,10.370693251300185,0.0007747545119665591,0.6726167184048566
follow_the_leader,0.2,0.4,10.34188719308161,0.0007738331786234974,0.6718012859639922
follow_the_leader,0.75,0.5,10.706032949066934,0.0007852955977451911,0.671566934894109
follow_the_leader,0.15,0.4,10.31486593383867,0.000772966594645429,0.6710331296341792
follow_the_leader,0.1,0.4,10.289569346046852,0.0007721532617668182,0.6703112040413326
follow_the_leader,0.95,0.6,11.141429655765005,0.0007984996891725108,0.6700696845993317
follow_the_leader,0.05,0.4,10.265961989159063,0.0007713924350898284,0.6696351024754666
follow_the_leader,0.7,0.5,10.626921105444488,0.0007828388567043801,0.6695287875451732
follow_the_leader,0.0,0.4,10.244026584759524,0.0007706839229838031,0.6690048810032956
follow_the_leader,0.9,0.6,11.002459540734222,0.0007943421140831476,0.6677158494914759
follow_the_leader,0.65,0.5,10.556136472529722,0.0007806251563397321,0.6676715236529406
follow_the_leader,0.6,0.5,10.492173752286027,0.0007786119981191646,0.6659698981243746
follow_the_leader,0.85,0.6,10.865187467465397,0.0007901834606866986,0.6647222391695511
follow_the_leader,0.55,0.5,10.433844248140298,0.0007767654114439711,0.6644008480110773
follow_the_leader,0.5,0.5,10.380210911005378,0.0007750583625407878,0.6629446008186447
follow_the_leader,0.8,0.6,10.746867174037078,0.0007865565705299734,0.661935272301667
follow_the_leader,0.45,0.5,10.330546508448949,0.0007734697537968418,0.6615850532173704
follow_the_leader,0.4,0.5,10.284296992070916,0.0007719834938817297,0.6603096289962546
follow_the_leader,0.75,0.6,10.642973823362578,0.0007833388338983344,0.6593810195519844
follow_the_leader,0.95,0.7,11.1557726603218,0.000798925833492768,0.6591462728216114
follow_the_leader,0.35,0.5,10.241047681708459,0.0007705875876265715,0.6591088537643388
follow_the_leader,0.3,0.5,10.20049357854869,0.0007692733054565279,0.6579758350109064
follow_the_leader,0.7,0.6,10.55048409969176,0.0007804477459741776,0.6570431873724898
follow_the_leader,0.25,0.5,10.162414826085687,0.0007680344795103764,0.6569057606491481
follow_the_leader,0.9,0.7,11.006996081666886,0.0007944786611645003,0.6567281458841461
follow_the_leader,0.2,0.5,10.12665729611367,0.0007668669371198051,0.6558954652867662
follow_the_leader,0.15,0.5,10.093117548862176,0.0007657680558999635,0.6549430732466227
follow_the_leader,0.65,0.6,10.467324449706375,0.0007778265809157832,0.6548992534217541
follow_the_leader,0.1,0.5,10.061731149343352,0.0007647364134835394,0.6540477080263769
follow_the_leader,0.85,0.7,10.854820495140807,0.0007898672628643347,0.6535038407503858
follow_the_leader,0.05,0.5,10.032463383555895,0.0007637715049253585,0.6532092524769962
follow_the_leader,0.6,0.6,10.391886754187137,0.0007754307326617542,0.6529247601770148
follow_the_leader,0.0,0.5,10.005301649655303,0.0007628735069465992,0.6524281462501623
follow_the_leader,0.55,0.6,10.322874901769067,0.0007732236823488615,0.6510961401095698
follow_the_leader,0.8,0.7,10.722434424446533,0.0007858026570698602,0.6504672220062586
follow_the_leader,0.5,0.6,10.259251975320662,0.0007711758629334094,0.6493925888948989
follow_the_leader,0.95,0.8,11.169059764803626,0.0007993201174224014,0.6480969853590864
follow_the_leader,0.45,0.6,10.200206832847389,0.0007692639939764066,0.6477969296388166
follow_the_leader,0.75,0.7,10.605296869976161,0.0007821641540317754,0.6476577713181144
follow_the_leader,0.4,0.6,10.145120205014903,0.0007674702954299403,0.6462957097943609
follow_the_leader,0.9,0.8,11.01405896068785,0.000794691137487667,0.6456702319667599
follow_the_leader,0.7,0.7,10.50033362876682,0.0007788695034206552,0.6450657031247234
follow_the_leader,0.35,0.6,10.093529861845585,0.000765781586893787,0.644878856263958
follow_the_leader,0.3,0.6,10.045098253377606,0.0007641883999804152,0.6435391532986557
follow_the_leader,0.65,0.7,10.405458178241826,0.0007758630318999295,0.6426729290410635
follow_the_leader,0.85,0.8,10.849525213272603,0.0007897056375898069,0.6422840587072053
follow_the_leader,0.25,0.6,9.999584989399098,0.0007626841971092291,0.6422717053458132
follow_the_leader,0.2,0.6,9.956824782286974,0.0007612647313053377,0.6410734602660723
follow_the_leader,0.6,0.7,10.319022853757199,0.0007731000565939338,0.6404571706880645
follow_the_leader,0.15,0.6,9.916710304039118,0.0007599275401527504,0.6399428133197319
follow_the_leader,0.8,0.8,10.705017914655159,0.0007852641919592849,0.6390609381106617
follow_the_leader,0.1,0.6,9.87917891834999,0.0007586715478225128,0.6388792849358766
follow_the_leader,0.55,0.7,10.239668167803792,0.0007705429657497123,0.6383954751752792
follow_the_leader,0.05,0.6,9.84420222954679,0.000757496745859562,0.6378832562739568
follow_the_leader,0.0,0.6,9.811777617792886,0.0007564039290591817,0.636955747820224
follow_the_leader,0.95,0.9,11.164988545426125,0.0007991993571897102,0.6367144494411087
follow_the_leader,0.5,0.7,10.166288523563571,0.0007681607154189945,0.6364668892204279
follow_the_leader,0.75,0.8,10.576100959810514,0.0007812510199364223,0.6360507415603904
follow_the_leader,0.45,0.7,10.098012112711492,0.0007659286465557794,0.6346538709822429
follow_the_leader,0.9,0.9,11.007843488200386,0.0007945041613398009,0.634331367030564
follow_the_leader,0.7,0.8,10.459761015260574,0.0007775871516682146,0.633250562726954
follow_the_leader,0.4,0.7,10.034172700132768,0.0007638279355442669,0.6329426729333761
follow_the_leader,0.35,0.7,9.974275414144712,0.0007618447565258388,0.6313231085453638
follow_the_leader,0.85,0.9,10.833832660629213,0.0007892261978654452,0.6308471823953814
follow_the_leader,0.65,0.8,10.353993872997663,0.0007742207110723184,0.6306479624826877
follow_the_leader,0.3,0.7,9.917962627036552,0.0007599693672952282,0.6297880489438802
follow_the_leader,0.25,0.7,9.864984001755346,0.0007581952692135178,0.6283328650805721
follow_the_leader,0.6,0.8,10.257181542228095,0.0007711090091149947,0.6282240344089841
follow_the_leader,0.8,0.9,10.679347332549112,0.0007844689368930588,0.6274953328918389
follow_the_leader,0.2,0.7,9.81517217042682,0.0007565185058417171,0.6269549196552007
follow_the_leader,0.55,0.8,10.167949252080101,0.0007682148204473567,0.6259574303775677
follow_the_leader,0.15,0.7,9.768423793436106,0.0007549371055858464,0.6256531420466459
follow_the_leader,0.95,1.0,11.131430400040829,0.0007982022770962795,0.6249784400886894
follow_the_leader,0.1,0.7,9.724684982594084,0.0007534506447315494,0.6244276834023114
follow_the_leader,0.75,0.9,10.540271409827639,0.0007801269603311393,0.6243346229971637
follow_the_leader,0.5,0.8,10.085156949715412,0.000765506702210588,0.6238278500971389
follow_the_leader,0.05,0.7,9.683939946677757,0.0007520598998885387,0.6232796360387586
follow_the_leader,0.9,1.0,10.97649802638569,0.0007935596038682397,0.622689266952343
follow_the_leader,0.0,0.7,9.646201928921617,0.0007507665635580677,0.6222108012445263
follow_the_leader,0.45,0.8,10.007897766889572,0.0007629594428530983,0.6218180431795883
follow_the_leader,0.7,0.9,10.413795044120544,0.0007761283119391601,0.6213695978919254
follow_the_leader,0.4,0.8,9.935478610800171,0.0007605538420191579,0.6199145120527318
follow_the_leader,0.85,1.0,10.796008893180835,0.000788067743922882,0.6191624321885104
follow_the_leader,0.65,0.9,10.298099278407902,0.0007724277383669463,0.6185944596433793
follow_the_leader,0.35,0.8,9.867388316067943,0.0007582759887808268,0.6181074139198556
follow_the_leader,0.3,0.8,9.803262750448923,0.0007561163511048929,0.6163900930978463
follow_the_leader,0.6,0.9,10.191666726257942,0.0007689865514250366,0.6159946166156659
follow_the_leader,0.8,1.0,10.633690298676866,0.0007830497817051006,0.6157298042699522
follow_the_leader,0.25,0.8,9.742853037231962,0.0007540688951293592,0.6147585155386007
follow_the_leader,0.55,0.9,10.093155877414674,0.0007657693137624036,0.613551120755517
follow_the_leader,0.2,0.8,9.685999399261053,0.0007521303351969759,0.6132107402483858
follow_the_leader,0.95,1.1,11.062137776975103,0.0007961339074109603,0.6130624293168492
follow_the_leader,0.75,1.0,10.486077872756239,0.0007784194966802078,0.6124604156175986
follow_the_leader,0.15,0.8,9.632610767516413,0.0007502995352119634,0.6117464746527218
follow_the_leader,0.5,0.9,10.001426615453033,0.0007627451952183366,0.6112449821257285
follow_the_leader,0.9,1.1,10.91356039461457,0.0007916548820530151,0.6109123898996938
follow_the_leader,0.1,0.8,9.582649205247888,0.0007485770416523934,0.6103667157166944
follow_the_leader,0.7,1.0,10.350737368490984,0.0007741165155701076,0.6093673285682445
follow_the_leader,0.05,0.8,9.536117941769866,0.0007469647162309495,0.6090734613907597
follow_the_leader,0.45,0.9,9.915562626596957,0.0007598892034958437,0.6090597868384585
follow_the_leader,0.0,0.8,9.493051992625782,0.0007454654394926409,0.6078694754152832
follow_the_leader,0.85,1.1,10.72939268642095,0.0007860175407263357,0.6073863028996375
follow_the_leader,0.4,0.9,9.834863909195308,0.000757182383023437,0.6069827414507897
follow_the_leader,0.65,1.0,10.226137847453204,0.0007701049939258435,0.6064521733462632
follow_the_leader,0.35,0.9,9.758819033584018,0.0007546112595052851,0.6050047265044709
follow_the_leader,0.8,1.1,10.561155810198983,0.0007807826180894671,0.6039078780989007
follow_the_leader,0.6,1.0,10.110927939512148,0.0007663520414521734,0.6037053190551667
follow_the_leader,0.3,0.9,9.687070486225576,0.0007521669615073894,0.6031198775008074
follow_the_leader,0.25,0.9,9.61938170989338,0.0007498443164263898,0.6013250226314907
follow_the_leader,0.95,1.2,10.956807068673347,0.0007929648602932357,0.6012691057418507
follow_the_leader,0.55,1.0,10.003842848188139,0.0007628252083452665,0.6011107610070715
follow_the_leader,0.75,1.1,10.406458754639797,0.0007758948815784811,0.6005604155018057
follow_the_leader,0.2,0.9,9.555609571501371,0.0007476410638399636,0.5996191431530538
follow_the_leader,0.9,1.2,10.817873321389815,0.0007887378944671647,0.5992911695904498
follow_the_leader,0.5,1.0,9.903772732069484,0.0007594951204352049,0.59865127652739
follow_the_leader,0.15,0.9,9.495682887509576,0.0007455572250502971,0.5980029176679664
follow_the_leader,0.7,1.1,10.26342966972107,0.000771310718677108,0.5973670582120858
follow_the_leader,0.1,0.9,9.439586170295078,0.0007435946145425737,0.596478357080706
follow_the_leader,0.45,1.0,9.809814105104142,0.0007563376362593768,0.5963116695599691
follow_the_leader,0.85,1.2,10.63232907731767,0.0007830073774505322,0.5957949705181005
follow_the_leader,0.05,0.9,9.387347346477195,0.0007417564609464781,0.595048515405865
follow_the_leader,0.65,1.1,10.13091742939255,0.0007670062536424001,0.5943374386564533
follow_the_leader,0.4,1.0,9.721277085660585,0.000753334546954428,0.5940801659648445
follow_the_leader,0.0,0.9,9.339028339868245,0.0007400471065568111,0.5937172584744745
follow_the_leader,0.8,1.2,10.45969078723434,0.0007775849277078359,0.5922920615046593
follow_the_leader,0.35,1.0,9.637663360931501,0.0007504732326255047,0.5919486279234886
follow_the_leader,0.6,1.1,10.00778882936973,0.0007629558372835765,0.5914672158845051
follow_the_leader,0.95,1.3,10.819403647455351,0.0007887847486377688,0.5899226830910613
follow_the_leader,0.3,1.0,9.558632722522647,0.000747745841728471,0.5899121926716077
follow_the_leader,0.75,1.2,10.299075472532214,0.0007724591358922148,0.588885448277818
follow_the_leader,0.55,1.1,9.89288861386184,0.0007591308967180077,0.5887435939743008
follow_the_leader,0.9,1.3,10.691988350261344,0.0007848607845978209,0.588129239284143
follow_the_leader,0.25,1.0,9.483969542875574,0.0007451483791905248,0.587968722004307
follow_the_leader,0.5,1.1,9.785159414054792,0.0007555041048002173,0.5861513462256392
follow_the_leader,0.2,1.0,9.413554309222306,0.0007426798934935886,0.5861182593644239
follow_the_leader,0.7,1.2,10.149350119873777,0.0007676083722554817,0.5856101139199141
follow_the_leader,0.85,1.3,10.506703080697278,0.0007790703683729609,0.5846776157940782
follow_the_leader,0.15,1.0,9.347341413387028,0.000740341822475608,0.5843625699886832
follow_the_leader,0.45,1.1,9.683726352998354,0.0007520525939168324,0.583676684898141
follow_the_leader,0.1,1.0,9.285342515988578,0.0007381374903276384,0.5827047759862531
follow_the_leader,0.65,1.2,10.009814128564694,0.0007630228633917773,0.582484027512582
follow_the_leader,0.4,1.1,9.587921261255516,0.0007487592263400447,0.581309006244081
follow_the_leader,0.8,1.3,10.330742676947594,0.0007734760436243361,0.5811597804888562
follow_the_leader,0.05,1.0,9.227614215455015,0.0007360717236072046,0.5811490723002701
follow_the_leader,0.0,1.0,9.174248841659391,0.0007341505533190545,0.5797005047067036
follow_the_leader,0.6,1.2,9.879585991893006,0.0007586851961666909,0.579508169085606
follow_the_leader,0.95,1.4,10.655730884773035,0.0007837356272513382,0.5792726737724502
follow_the_leader,0.35,1.1,9.497267620297537,0.000745612500271677,0.5790412687563066
follow_the_leader,0.75,1.3,10.165079905977159,0.0007681213341975472,0.5777032144284256
follow_the_leader,0.9,1.4,10.540026972968295,0.0007801192786403091,0.577650730806889
follow_the_leader,0.3,1.1,9.411449078931808,0.0007426058082980433,0.5768696951511719
follow_the_leader,0.55,1.2,9.757638809497244,0.0007545711977144536,0.576672955596881
follow_the_leader,0.25,1.1,9.330275891582557,0.0007397365302402525,0.5747932397861817
follow_the_leader,0.7,1.3,10.009460021142225,0.0007630111453892901,0.5743562367887256
follow_the_leader,0.85,1.4,10.355975462085095,0.0007742840981937853,0.5742460408631218
follow_the_leader,0.5,1.2,9.642979411379391,0.0007506558888510724,0.573965167760539
follow_the_leader,0.2,1.1,9.253655891858008,0.000737005202051386,0.5728130481873873
follow_the_leader,0.45,1.2,9.534769147981377,0.0007469178627841262,0.5713724339244369
follow_the_leader,0.65,1.3,9.863676497177568,0.0007581513643630822,0.5711452253239965
follow_the_leader,0.15,1.1,9.181571830072473,0.0007344148437544887,0.5709319980366448
follow_the_leader,0.8,1.4,10.177420663094717,0.0007685232216101616,0.5707147291094298
follow_the_leader,0.95,1.5,10.47145467157148,0.0007779572548341912,0.5694483742159125
follow_the_leader,0.1,1.1,9.11406458580088,0.0007319704469212074,0.5691543386623646
follow_the_leader,0.4,1.2,9.432366490958394,0.0007433411787359568,0.5688853152328922
follow_the_leader,0.6,1.3,9.727113232835277,0.0007535333437908906,0.5680762686219161
follow_the_leader,0.9,1.5,10.36607898888115,0.0007746071016014359,0.567960952345552
follow_the_leader,0.05,1.1,9.05122098830652,0.0007296785904095683,0.567485415946992
follow_the_leader,0.75,1.4,10.007369742383396,0.0007629419661478046,0.5672110762152693
follow_the_leader,0.35,1.2,9.335319777178984,0.0007399155455881033,0.5664978452625528
follow_the_leader,0.0,1.1,8.993165005156339,0.0007275471496989457,0.5659314630681241
follow_the_leader,0.55,1.3,9.5988764159746,0.0007491374798348556,0.5651427940416264
follow_the_leader,0.85,1.5,10.183719600662288,0.0007687281641455401,0.5645969931733004
follow_the_leader,0.3,1.2,9.24333824687342,0.0007366356749042985,0.5642072972545938
follow_the_leader,0.7,1.4,9.846529852942783,0.0007575750559517825,0.5637975857821139
follow_the_leader,0.5,1.3,9.478038610775526,0.0007449411716671584,0.5623334300546718
follow_the_leader,0.25,1.2,9.156258818294596,0.0007335003873160225,0.5620136729830669
follow_the_leader,0.8,1.5,10.003098039683392,0.0007628005462017372,0.5610495753324104
follow_the_leader,0.65,1.4,9.69520421194632,0.0007524449659186139,0.5605088599873884
follow_the_leader,0.95,1.6,10.271185309436756,0.0007715609248182323,0.5604661628152133
follow_the_leader,0.2,1.2,9.074016763183174,0.0007305117683426146,0.5599191681579934
follow_the_leader,0.45,1.3,9.363797305178302,0.0007409244462455177,0.5596370866108931
follow_the_leader,0.9,1.6,10.17358316933445,0.0007683983025425446,0.5590590972211223
follow_the_leader,0.15,1.2,8.996622778438278,0.0007276744816407137,0.5579277170129535
follow_the_leader,0.75,1.5,9.829231108421258,0.0007569926174961925,0.5574988873430258
follow_the_leader,0.6,1.4,9.553038737048585,0.0007475519364827076,0.557355717326079
follow_the_leader,0.4,1.3,9.255536434028398,0.0007370725094015005,0.5570453646921383
follow_the_leader,0.1,1.2,8.924146186093681,0.000724995249309638,0.5560446382973747
follow_the_leader,0.85,1.6,9.993060737116071,0.0007624680112048244,0.5557253478780195
follow_the_leader,0.35,1.3,9.1528272386673,0.0007333762237141479,0.5545532502859252
follow_the_leader,0.55,1.4,9.41926623280188,0.0007428808184654887,0.5543342628335478
follow_the_leader,0.05,1.2,8.856703018392102,0.0007224824695405511,0.5542763707650902
follow_the_leader,0.7,1.5,9.663810007749957,0.0007513706463084191,0.5540216629911703
follow_the_leader,0.0,1.2,8.794447703420518,0.0007201459355955185,0.5526302780542477
follow_the_leader,0.95,1.7,10.058472537687043,0.0007646291215380865,0.5522664235135035
follow_the_leader,0.3,1.3,9.055402078097297,0.0007298315648678364,0.5521589454583927
follow_the_leader,0.8,1.6,9.81084590331904,0.0007563724738445033,0.5521584276684421
follow_the_leader,0.5,1.4,9.293018893836518,0.0007384112161970088,0.5514347086687371
follow_the_leader,0.9,1.7,9.965458197083473,0.0007615518162465288,0.5508776091647316
follow_the_leader,0.65,1.5,9.507639240120588,0.0007459740331254593,0.5506603325901053
follow_the_leader,0.25,1.3,8.963121735909985,0.0007264387460525091,0.5498633795077793
follow_the_leader,0.45,1.4,9.173524803020236,0.0007341244109312591,0.5486470286718327
follow_the_leader,0.75,1.6,9.633754752045805,0.0007503388709442071,0.5485606305069015
follow_the_leader,0.2,1.3,8.875945933005008,0.0007232013625976724,0.5476696813465837
follow_the_leader,0.85,1.7,9.786791193937107,0.00075555933725518,0.5475628925380712
follow_the_leader,0.6,1.5,9.360611264317768,0.0007408117238734718,0.5474299808423452
follow_the_leader,0.4,1.4,9.060188085703189,0.0007300065849124848,0.5459636722951877
follow_the_leader,0.15,1.3,8.793910215750325,0.0007201256909538534,0.5455827283065177
follow_the_leader,0.7,1.6,9.464429848856517,0.0007444652351799255,0.5450222475031878
follow_the_leader,0.95,1.8,9.83622382991448,0.0007572281816124682,0.5447547219674386
follow_the_leader,0.55,1.5,9.2220722214995,0.0007358727277871783,0.5443290052785951
follow_the_leader,0.8,1.7,9.603497541669084,0.0007492969060549609,0.5439744130774469
follow_the_leader,0.1,1.3,8.717109189091596,0.0007172201616247788,0.5436087986959683
follow_the_leader,0.35,1.4,8.952597716540028,0.0007260495984866396,0.5433804020002235
follow_the_leader,0.9,1.8,9.744497756632065,0.0007541248072411491,0.5433227972859237
follow_the_leader,0.05,1.3,8.64568489292473,0.0007144949785241149,0.5417553175843149
follow_the_leader,0.65,1.6,9.304150575975049,0.0007388077506093411,0.541592999359734
follow_the_leader,0.5,1.5,9.091203851376317,0.0007311385678421598,0.5413489019149377
follow_the_leader,0.3,1.4,8.850504075671115,0.0007222505515404971,0.5408961835685271
follow_the_leader,0.75,1.7,9.423850372181992,0.0007430419839244887,0.5403308379179087
follow_the_leader,0.0,1.3,8.57981900661322,0.0007119618477896816,0.5400306754307621
follow_the_leader,0.85,1.8,9.567708404900308,0.0007480601923376608,0.5400177976008215
follow_the_leader,0.25,1.4,8.753786816354129,0.0007186109260548518,0.5385127178362641
follow_the_leader,0.45,1.5,8.967256904042983,0.0007265915274935297,0.5384804679126493
follow_the_leader,0.6,1.6,9.153033733187455,0.0007333836965467542,0.5382917573958044
follow_the_leader,0.95,1.9,9.60712226305363,0.0007494219032135366,0.537832616645019
follow_the_leader,0.7,1.7,9.251370427232924,0.0007369233835197156,0.5367348537027266
