algorithm,beta,delta,ridge_const,final_wealth,exp_growth,sharpe
follow_the_regularized_leader,0.05,0.95,0.0125,14.52698103966885,0.000886388765058358,0.5907619989130142
follow_the_regularized_leader,0.05,0.85,0.0125,14.425627635901218,0.0008840696660269618,0.5894726250889324
follow_the_regularized_leader,0.09,0.85,0.005,14.304020541811704,0.0008812655364421176,0.5884221536592357
follow_the_regularized_leader,0.06,0.85,0.01,14.346645289259335,0.000882251121935538,0.588076300117403
follow_the_regularized_leader,0.09,0.875,0.005,13.723817850462448,0.0008675498021107154,0.5831721885530907
follow_the_regularized_leader,0.06,0.95,0.01,13.64253754538208,0.0008655822034329387,0.582310903770951
follow_the_regularized_leader,0.06,0.875,0.01,13.488026713615877,0.0008618093348143046,0.580367467173909
follow_the_regularized_leader,0.1,0.95,0.005,13.431307976778701,0.0008604135137323756,0.5803312518111755
follow_the_regularized_leader,0.06,0.925,0.01,13.249868104823266,0.0008559084458528405,0.5783890871758544
follow_the_regularized_leader,0.075,0.925,0.0075,13.22807541686783,0.0008553631985454435,0.57828892215417
follow_the_regularized_leader,0.08,0.95,0.0075,13.175378345988104,0.0008540410105922974,0.5777587560919617
follow_the_regularized_leader,0.07,0.85,0.0075,13.163075263517575,0.0008537315605285691,0.5776219854168678
follow_the_regularized_leader,0.075,0.9,0.0075,13.121451610818342,0.0008526824837575829,0.5771866779107974
follow_the_regularized_leader,0.07,0.875,0.0075,13.051794155096003,0.0008509193797508709,0.5767188124571511
follow_the_regularized_leader,0.06,0.9,0.01,12.84076741450295,0.0008455200609342377,0.5742173214439925
follow_the_regularized_leader,0.09,0.9,0.005,11.708936981320875,0.0008149560764426195,0.5637824479469835
follow_the_regularized_leader,0.075,0.95,0.0075,11.67998698930192,0.0008141360925703314,0.5631619697450186
follow_the_regularized_leader,0.05,0.85,0.01,10.815764217784334,0.0007886733089340035,0.5542532526993668
follow_the_regularized_leader,0.07,0.9,0.0075,10.735101548356907,0.0007861937366161538,0.5529618895656842
follow_the_regularized_leader,0.05,0.875,0.01,9.420835471147646,0.0007429359973037669,0.5381089916384513
follow_the_regularized_leader,0.07,0.925,0.0075,8.52011706707076,0.0007096489171955446,0.5257542338545328
follow_the_regularized_leader,0.09,0.925,0.005,7.831612126634228,0.0006817384497593168,0.5164751090640937
follow_the_regularized_leader,0.05,0.9,0.01,7.7266440174016315,0.0006772688366770241,0.5150157185656762
follow_the_regularized_leader,0.05,0.925,0.01,6.556107106973408,0.0006228542557112945,0.4961746816982206
follow_the_regularized_leader,0.05,0.95,0.01,6.502953119287381,0.0006201578005203629,0.49550501041741746
follow_the_regularized_leader,0.07,0.95,0.0075,6.032054024539196,0.0005952592205989925,0.48571421291703787
follow_the_regularized_leader,0.05,0.95,0.0075,5.497035538237382,0.0005644945193380947,0.4785256516283095
follow_the_regularized_leader,0.08,0.85,0.005,5.073576236183379,0.000537941682998823,0.4667571717299648
follow_the_regularized_leader,0.09,0.95,0.005,4.90153016226174,0.0005265145526268801,0.46292315227031966
follow_the_regularized_leader,0.06,0.85,0.0075,4.479058035053985,0.0004966587493496395,0.452648685082506
follow_the_regularized_leader,0.06,0.875,0.0075,3.752202028709272,0.0004380069146403354,0.43356414137122495
follow_the_regularized_leader,0.08,0.875,0.005,3.7046342569579815,0.00043378090023338126,0.43254063347095034
follow_the_regularized_leader,0.05,0.925,0.0075,3.554189941351138,0.00042004874882122764,0.4303471842644044
follow_the_regularized_leader,0.06,0.9,0.0075,3.427053449225751,0.00040798305375182406,0.42418323274128966
follow_the_regularized_leader,0.06,0.925,0.0075,3.0747485104026233,0.00037205137882708426,0.4129502755179905
follow_the_regularized_leader,0.08,0.9,0.005,2.978202618335247,0.00036148392525359743,0.4095990902817508
follow_the_regularized_leader,0.075,0.85,0.005,2.9138330458029853,0.0003542462445544088,0.4073080674192776
follow_the_regularized_leader,0.05,0.85,0.005,2.708591562831195,0.00033005259399756804,0.4053952246837114
follow_the_regularized_leader,0.05,0.9,0.0075,2.784089062917763,0.00033915890458795895,0.4043844630140954
follow_the_regularized_leader,0.06,0.95,0.0075,2.729947744861859,0.0003326540138911671,0.40072757879695386
follow_the_regularized_leader,0.05,0.875,0.0075,2.431922721865589,0.0002943630964062201,0.39010519684413725
follow_the_regularized_leader,0.05,0.85,0.0075,2.3174478130354292,0.00027839234831310386,0.38454040639989906
follow_the_regularized_leader,0.08,0.925,0.005,2.3309882477723045,0.00028032206635647154,0.3842995049286768
follow_the_regularized_leader,0.075,0.875,0.005,2.235119629543631,0.0002664109811712388,0.38004208818624063
follow_the_regularized_leader,0.08,0.95,0.005,1.890300167864059,0.00021090945194993216,0.3629836839960727
follow_the_regularized_leader,0.075,0.9,0.005,1.8126878174965757,0.0001970224331979268,0.3588142666031308
follow_the_regularized_leader,0.07,0.85,0.005,1.7225623673715946,0.00018013015260775946,0.3537779428497052
follow_the_regularized_leader,0.075,0.925,0.005,1.5075886039710984,0.00013597596002943901,0.3410592163375961
follow_the_regularized_leader,0.07,0.875,0.005,1.4267582819093974,0.00011772273440061333,0.3358568242462613
follow_the_regularized_leader,0.06,0.95,0.005,1.2824297813698837,8.239700072718283e-05,0.3292640288011614
follow_the_regularized_leader,0.075,0.95,0.005,1.2994720659709564,8.676981745148446e-05,0.32729424849186683
follow_the_regularized_leader,0.07,0.9,0.005,1.2417425602921561,7.171768256987775e-05,0.3232483605208961
follow_the_regularized_leader,0.07,0.925,0.005,1.1336337054846017,4.1546254418599684e-05,0.3153068532219401
follow_the_regularized_leader,0.06,0.925,0.005,1.1130241056368504,3.546894015005118e-05,0.3151271354832111
follow_the_regularized_leader,0.07,0.95,0.005,1.0929807354777277,2.944967991904714e-05,0.3120830744145817
follow_the_regularized_leader,0.06,0.85,0.005,1.0381568397582255,1.2403733475492348e-05,0.30745248719668133
follow_the_regularized_leader,0.06,0.9,0.005,1.0152098503028775,5.000112683332915e-06,0.30583567622896707
follow_the_regularized_leader,0.06,0.875,0.005,1.0050894795982466,1.6815408989154669e-06,0.30461552507102174
